Exp_ID,location_name,latitude,longitude,ecozone,province,soil_great_group,soil_sub_group,soil_texture,sand_px,clay_px,silt_px,initial_soc_tha,initial_soc_year,plot_id,block,treatment_number,treatment_name,replication_number,duration,year_name,start_year,end_year,tillage,STIR_rating,grain_yield_kgha,hay_yield_kgha,hay_residue_kgha,crop,ICASA_code,AAFC_code,crop_rotation,rotation_seq,crop_seq,straw_biomass_kgha,straw_returned,silage_yld_kgha,root_biomass_kgha,biomass_returned_kgha,soc_tha,bd_gcm3,soil_depth_min_cm,soil_depth_max_cm,N_fertilizer_kgha,N_fertilizer_kgha_2,N_fertilizer_kgha_3,P_fertilizer_kgha,P_fertilizer_kgha_2,P_fertilizer_kgha_3,K_fertilizer_kgha,K_fertilizer_kgha_2,S_fertilizer_kgha,S_fertilizer_kgha_2,manure_kgha,residue_estimation_methodology,soil_total_carbon_conc_gkg,soil_total_carbon_px,soil_total_carbon2_px,soil_organic_matter_kgha,organic_matter_px,crop_residue_avg_kgha,crop_residue_kgha,above_ground_residue_kgha,roots_residue_kgha,root_exudates_kgha,reference,flag,theme,TrtID,simple_trt_name,r_c,tillage_soil,tillage_type,irrigation_region,irrigation,cinput_lignin_px,cinput_n_px,Location,POLYID,ECO_ID,...81,SL,PROVINCE,PCPTREGION,soc_tha_30cm
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,22,NA,F4,2 IP,1,14,2014,2004,2017,CT,NA,8819.86,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,13363.10842,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,100,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,14063.88425,13363.10842,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F4,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,22,NA,F4,2 IP,1,14,2015,2004,2017,CT,NA,2816.258987,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,6933.333333,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,100,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,6184.126984,6933.333333,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F4,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,22,NA,F4,2 IP,1,14,2016,2004,2017,CT,NA,8501.866667,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,6633.130701,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,100,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,7262.726009,6633.130701,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F4,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,22,NA,F4,2 IP,1,14,2017,2004,2017,CT,NA,3268.085333,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,4344.253968,NA,NA,NA,NA,98.38368709,NA,0,30,0,NA,NA,100,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,4997.079365,4344.253968,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F4,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,98.38368709
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,45,NA,F1,CK,3,14,2004,2004,2017,CT,NA,2599.474951,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,3693.672,NA,NA,NA,NA,88.7,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,4210.657333,3693.672,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,88.7
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,45,NA,F1,CK,3,14,2005,2004,2017,CT,NA,3642.613333,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,3416.2375,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,2919.2425,3416.2375,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,45,NA,F1,CK,3,14,2006,2004,2017,CT,NA,4789.246,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,5858.97822,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,4660.609494,5858.97822,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,45,NA,F1,CK,3,14,2007,2004,2017,CT,NA,3057.318145,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,3640.27125,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,3439.065,3640.27125,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,45,NA,F1,CK,3,14,2008,2004,2017,CT,NA,4970.216484,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,4544.478215,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,3546.832519,4544.478215,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,45,NA,F1,CK,3,14,2009,2004,2017,CT,NA,2771.65152,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,3144,NA,NA,NA,NA,78.31521607,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,2984.133333,3144,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,78.31521607
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,45,NA,F1,CK,3,14,2010,2004,2017,CT,NA,5063.124314,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,6414.187261,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,5012.245995,6414.187261,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,45,NA,F1,CK,3,14,2011,2004,2017,CT,NA,2966.454527,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,3188.499044,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,3248.504553,3188.499044,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,45,NA,F1,CK,3,14,2012,2004,2017,CT,NA,6060.540214,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,6459.823827,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,4760.048458,6459.823827,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,45,NA,F1,CK,3,14,2013,2004,2017,CT,NA,2872.50432,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,6667.018317,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,3625.180817,6667.018317,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,45,NA,F1,CK,3,14,2014,2004,2017,CT,NA,2795.013333,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,4007.675585,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,3378.354581,4007.675585,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,45,NA,F1,CK,3,14,2015,2004,2017,CT,NA,2306.309191,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,5333.333333,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,4673.015873,5333.333333,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,45,NA,F1,CK,3,14,2016,2004,2017,CT,NA,4754.453333,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,3952.065449,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,3818.540216,3952.065449,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,45,NA,F1,CK,3,14,2017,2004,2017,CT,NA,1967.36,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,3067.555556,NA,NA,NA,NA,92.04195504,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,2815.238095,3067.555556,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,92.04195504
