Exp_ID,location_name,latitude,longitude,ecozone,province,soil_great_group,soil_sub_group,soil_texture,sand_px,clay_px,silt_px,initial_soc_tha,initial_soc_year,plot_id,block,treatment_number,treatment_name,replication_number,duration,year_name,start_year,end_year,tillage,STIR_rating,grain_yield_kgha,hay_yield_kgha,hay_residue_kgha,crop,ICASA_code,AAFC_code,crop_rotation,rotation_seq,crop_seq,straw_biomass_kgha,straw_returned,silage_yld_kgha,root_biomass_kgha,biomass_returned_kgha,soc_tha,bd_gcm3,soil_depth_min_cm,soil_depth_max_cm,N_fertilizer_kgha,N_fertilizer_kgha_2,N_fertilizer_kgha_3,P_fertilizer_kgha,P_fertilizer_kgha_2,P_fertilizer_kgha_3,K_fertilizer_kgha,K_fertilizer_kgha_2,S_fertilizer_kgha,S_fertilizer_kgha_2,manure_kgha,residue_estimation_methodology,soil_total_carbon_conc_gkg,soil_total_carbon_px,soil_total_carbon2_px,soil_organic_matter_kgha,organic_matter_px,crop_residue_avg_kgha,crop_residue_kgha,above_ground_residue_kgha,roots_residue_kgha,root_exudates_kgha,reference,flag,theme,TrtID,simple_trt_name,r_c,tillage_soil,tillage_type,irrigation_region,irrigation,cinput_lignin_px,cinput_n_px,Location,POLYID,ECO_ID,...81,SL,PROVINCE,PCPTREGION,soc_tha_30cm
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,8,F25S,1,27,1993,1983,2009,CT,NA,2696.6,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,3932.4,yes,NA,1458.38,NA,NA,NA,0,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,3932.4,NA,1458.38,NA,Malhi et al. 2011b,NA,cpr,E1_F25S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,8,F25S,1,27,1994,1983,2009,CT,NA,2773.975,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,2495.675,yes,NA,1159.323,NA,NA,NA,0,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2495.675,NA,1159.323,NA,Malhi et al. 2011b,NA,cpr,E1_F25S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,8,F25S,1,27,1995,1983,2009,CT,NA,3296.748713,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,3796.847826,yes,NA,1560.591239,NA,129.4666667,NA,0,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,3796.847826,NA,1560.591239,NA,Malhi et al. 2011b,NA,cpr,E1_F25S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,129.4666667
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,8,F25S,1,27,1996,1983,2009,CT,NA,2840.023253,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,3065.326087,yes,NA,1299.176855,NA,NA,NA,0,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,3065.326087,NA,1299.176855,NA,Malhi et al. 2011b,NA,cpr,E1_F25S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,8,F25S,1,27,1997,1983,2009,CT,NA,2542.800596,NA,NA,WHT,WHT,WHTDUR,WHT,NA,NA,2892.764184,yes,NA,1304.535547,NA,NA,NA,0,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2892.764184,NA,1304.535547,NA,Malhi et al. 2011b,NA,cpr,E1_F25S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,8,F25S,1,27,1998,1983,2009,CT,NA,2428.168123,NA,NA,WHT,WHT,WHTDUR,WHT,NA,NA,2785.743108,yes,NA,1251.338695,NA,NA,NA,0,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2785.743108,NA,1251.338695,NA,Malhi et al. 2011b,NA,cpr,E1_F25S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,8,F25S,1,27,1999,1983,2009,CT,NA,1358.487769,NA,NA,CNL,CNL,CANOLA,CNL_TRT_PEA,NA,NA,2255.635572,yes,NA,903.5308352,NA,NA,NA,0,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2255.635572,NA,903.5308352,NA,Malhi et al. 2011b,NA,cpr,E1_F25S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,8,F25S,1,27,2000,1983,2009,CT,NA,3275.237333,NA,NA,TRT,TRT,TRITCL,CNL_TRT_PEA,NA,NA,2730.424322,yes,NA,1501.415414,NA,NA,NA,0,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2730.424322,NA,1501.415414,NA,Malhi et al. 2011b,NA,cpr,E1_F25S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,8,F25S,1,27,2001,1983,2009,CT,NA,3375.822787,NA,NA,PEA,PEA,PEA,CNL_TRT_PEA,NA,NA,2766.976999,yes,NA,614.2799786,NA,NA,NA,0,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2766.976999,NA,614.2799786,NA,Malhi et al. 2011b,NA,cpr,E1_F25S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,8,F25S,1,27,2002,1983,2009,CT,NA,4029.61009,NA,NA,BAR,BAR,BARLEY,BAR,NA,NA,3280.323063,yes,NA,1608.185294,NA,NA,NA,0,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,3280.323063,NA,1608.185294,NA,Malhi et al. 2011b,NA,cpr,E1_F25S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,8,F25S,1,27,2003,1983,2009,CT,NA,1094.532857,NA,NA,CNL,CNL,CANOLA,CNL_TRT_PEA,NA,NA,4526.73913,yes,NA,1405.317997,NA,NA,NA,0,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,4526.73913,NA,1405.317997,NA,Malhi et al. 2011b,NA,cpr,E1_F25S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,8,F25S,1,27,2004,1983,2009,CT,NA,3061.131982,NA,NA,TRT,TRT,TRITCL,CNL_TRT_PEA,NA,NA,3318.480044,yes,NA,1594.903006,NA,NA,NA,0,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,3318.480044,NA,1594.903006,NA,Malhi et al. 2011b,NA,cpr,E1_F25S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,8,F25S,1,27,2005,1983,2009,CT,NA,2753.33399,NA,NA,PEA,PEA,PEA,CNL_TRT_PEA,NA,NA,2426.106508,yes,NA,517.9440498,NA,NA,NA,0,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2426.106508,NA,517.9440498,NA,Malhi et al. 2011b,NA,cpr,E1_F25S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,8,F25S,1,27,2006,1983,2009,CT,NA,1533.870665,NA,NA,WHT,WHT,WHTDUR,WHT,NA,NA,1807.99701,yes,NA,802.0482422,NA,NA,NA,0,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,1807.99701,NA,802.0482422,NA,Malhi et al. 2011b,NA,cpr,E1_F25S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,8,F25S,1,27,2007,1983,2009,CT,NA,1314.636119,NA,NA,CNL,CNL,CANOLA,CNL_TRT_PEA,NA,NA,3667.503477,yes,NA,1245.534899,NA,NA,NA,0,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,3667.503477,NA,1245.534899,NA,Malhi et al. 2011b,NA,cpr,E1_F25S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,8,F25S,1,27,2008,1983,2009,CT,NA,3795.479892,NA,NA,TRT,TRT,TRITCL,CNL_TRT_PEA,NA,NA,3655.778379,yes,NA,1862.814568,NA,NA,NA,0,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,3655.778379,NA,1862.814568,NA,Malhi et al. 2011b,NA,cpr,E1_F25S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,8,F25S,1,27,2009,1983,2009,CT,NA,1149.968287,NA,NA,PEA,PEA,PEA,CNL_TRT_PEA,NA,NA,1929.680665,yes,NA,307.9648952,NA,123.08,NA,0,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,1929.680665,NA,307.9648952,NA,Malhi et al. 2011b,NA,cpr,E1_F25S_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,NA,727006,AB,AB_3,123.08
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,43,NA,F1,CK,1,14,2004,2004,2017,CT,NA,2146.299118,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,4328.59,NA,NA,NA,NA,88.7,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,4210.657333,4328.59,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,88.7
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,43,NA,F1,CK,1,14,2005,2004,2017,CT,NA,2637.066667,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,3276.2625,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,2919.2425,3276.2625,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,43,NA,F1,CK,1,14,2006,2004,2017,CT,NA,2822.064,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,4324.380213,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,4660.609494,4324.380213,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,43,NA,F1,CK,1,14,2007,2004,2017,CT,NA,2562.922252,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,3108.315,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,3439.065,3108.315,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,43,NA,F1,CK,1,14,2008,2004,2017,CT,NA,2830.865954,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,3195.889807,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,3546.832519,3195.889807,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,43,NA,F1,CK,1,14,2009,2004,2017,CT,NA,2217.496194,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,2951.733333,NA,NA,NA,NA,78.31521607,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,2984.133333,2951.733333,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,78.31521607
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,43,NA,F1,CK,1,14,2010,2004,2017,CT,NA,3754.982884,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,4879.969291,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,5012.245995,4879.969291,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,43,NA,F1,CK,1,14,2011,2004,2017,CT,NA,2673.296386,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,3601.811381,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,3248.504553,3601.811381,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,43,NA,F1,CK,1,14,2012,2004,2017,CT,NA,4059.399142,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,3706.978592,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,4760.048458,3706.978592,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,43,NA,F1,CK,1,14,2013,2004,2017,CT,NA,1829.99424,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,2449.00365,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,3625.180817,2449.00365,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,43,NA,F1,CK,1,14,2014,2004,2017,CT,NA,1900.8,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,3477.566506,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,3378.354581,3477.566506,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,43,NA,F1,CK,1,14,2015,2004,2017,CT,NA,2035.9248,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,4596.825397,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,4673.015873,4596.825397,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,43,NA,F1,CK,1,14,2016,2004,2017,CT,NA,2688,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,3785.557647,NA,NA,NA,NA,NA,NA,0,30,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,3818.540216,3785.557647,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F1,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,NA,570007,ON,ON_1,NA
